Name,Wine,Region,Country,Winery,Regional Name,Varietal Name,Year,Rating,Price,Currency,Bottle Type
Château Lanessan Haut-Médoc 2020,Haut-Médoc,Haut-Médoc,France,Château Lanessan,Bordeaux Left Bank,Haut-Médoc,2020,4,16.3,EUR,Bottle (0.75l)
Cantine Leonardo da Vinci San Zio 2022,San Zio,Toscana,Italy,Cantine Leonardo da Vinci,Tuscan,Red,2022,4,16.3,EUR,Bottle (0.75l)
Château Caroline Moulis-en-Médoc 2019,Moulis-en-Médoc,Moulis-en-Médoc,France,Château Caroline,Bordeaux Left Bank,Moulis-en-Médoc,2019,4,16.3,EUR,Bottle (0.75l)
Vignerons de Tautavel Vingrau Silex 2018,Silex,Côtes du Roussillon Villages,France,Vignerons de Tautavel Vingrau,Languedoc-Roussillon,Red,2018,4,16.3,EUR,Bottle (0.75l)
Château Brande-Bergère Cuvée o'Byrne 2016,Cuvée o'Byrne,Bordeaux Supérieur,France,Château Brande-Bergère,Bordeaux,Red,2016,4,16.4,EUR,Bottle (0.75l)
Carriere Pradal Domaine de la Massole Vieilles Vignes 2019,Domaine de la Massole Vieilles Vignes,Languedoc,France,Carriere Pradal,Languedoc-Roussillon,Red,2019,4.1,16.4,EUR,Bottle (0.75l)
Vallepicciola Pievasciata Rosso 2020,Pievasciata Rosso,Toscana,Italy,Vallepicciola,Tuscan,Red,2020,4,16.4,EUR,Bottle (0.75l)
Cailhol Gautran Villa Lucia Rouge 2022,Villa Lucia Rouge,Minervois,France,Cailhol Gautran,Languedoc-Roussillon,Red,2022,4.1,16.4,EUR,Bottle (0.75l)
Martine et Pierre Marie Chermette - Domaine du Vissoux Les Garants Fleurie 2020,Les Garants Fleurie,Fleurie,France,Martine et Pierre Marie Chermette - Domaine du Vissoux,Beaujolais,Red,2020,4.1,16.4,EUR,Bottle (0.75l)
Château Croix de Labrie Camille de Labrie Rouge 2020,Camille de Labrie Rouge,Bordeaux,France,Château Croix de Labrie,Bordeaux,Red,2020,4,16.45,EUR,Bottle (0.75l)
Galante Sangiovese Appassimento 2022,Sangiovese Appassimento,Romagna,Italy,Galante,Northern Italy,Red,2022,4,16.45,EUR,Bottle (0.75l)
Poderi Parpinello Kressia Cagnulari Isola dei Nuraghi 2023,Kressia Cagnulari Isola dei Nuraghi,Isola dei Nuraghi,Italy,Poderi Parpinello,Southern Italy,Red,2023,4,16.48,EUR,Bottle (0.75l)
Poderi Parpinello Riserva Cannonau di Sardegna 2021,Riserva Cannonau di Sardegna,Cannonau di Sardegna,Italy,Poderi Parpinello,Sardinian,Cannonau,2021,4,16.48,EUR,Bottle (0.75l)
Domaine Naudet Sancerre Rouge 2022,Sancerre Rouge,Sancerre,France,Domaine Naudet,Upper Loire Valley,Red,2022,4,16.5,EUR,Bottle (0.75l)
Domaine la Fourmone Le Fauquet Gigondas 2023,Le Fauquet Gigondas,Gigondas,France,Domaine la Fourmone,Southern Rhône,Red,2023,4,16.5,EUR,Bottle (0.75l)
Château Laroque Les Tours de Laroque Saint-Émilion Grand Cru 2018,Les Tours de Laroque Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château Laroque,Bordeaux Right Bank,Saint-Émilion,2018,4,16.5,EUR,Bottle (0.75l)
Château du Petit Puch Graves de Vayres 2018,Graves de Vayres,Graves de Vayres,France,Château du Petit Puch,Bordeaux,Red,2018,4.1,16.5,EUR,Bottle (0.75l)
Uma Apanage Pic Saint Loup 2021,Apanage Pic Saint Loup,Pic-Saint-Loup,France,Uma,Languedoc-Roussillon,Red,2021,4.1,16.5,EUR,Bottle (0.75l)
Becker Landgraf J² Gau-Odernheimer Spätburgunder 2022,J² Gau-Odernheimer Spätburgunder,Rheinhessen,Germany,Becker Landgraf,German,Spätburgunder,2022,4,16.5,EUR,Bottle (0.75l)
Guerrieri Guerriero Nero 2022,Guerriero Nero,Marche,Italy,Guerrieri,Central Italy,Red,2022,4.2,16.5,EUR,Bottle (0.75l)
Geoff Merrill Bush Vine GSM (Shiraz - Grenache - Mourvedre) 2016,Bush Vine GSM (Shiraz - Grenache - Mourvedre),McLaren Vale,Australia,Geoff Merrill,Australian,Rhône Blend,2016,4.1,16.5,EUR,Bottle (0.75l)
Le Dominicain Cuvée Saint Dominique Collioure 2022,Cuvée Saint Dominique Collioure,Collioure,France,Le Dominicain,Languedoc-Roussillon,Red,2022,4,16.5,EUR,Bottle (0.75l)
Montalbera Lequilibrio Barbera d'Asti 2021,Lequilibrio Barbera d'Asti,Barbera d'Asti,Italy,Montalbera,Italian,Barbera,2021,4,16.5,EUR,Bottle (0.75l)
Carobbio Chianti Classico 2017,Chianti Classico,Chianti Classico,Italy,Carobbio,Italian,Chianti Classico,2017,4.1,16.5,EUR,Bottle (0.75l)
G.D. Vajra Dolcetto d'Alba 2022,Dolcetto d'Alba,Dolcetto d'Alba,Italy,G.D. Vajra,Northern Italy,Red,2022,4,16.5,EUR,Bottle (0.75l)
Azienda Agricola Pianogrillo Déraciné Nero d'Avola 2022,Déraciné Nero d'Avola,Sicilia,Italy,Azienda Agricola Pianogrillo,Southern Italy,Red,2022,4,16.55,EUR,Bottle (0.75l)
Héritage du Pic Saint Loup Tour de Pierres 2022,Tour de Pierres,Pic-Saint-Loup,France,Héritage du Pic Saint Loup,Languedoc-Roussillon,Red,2022,4,16.59,EUR,Bottle (0.75l)
Dezzani 80 Anni Barbera d'Asti Superiore 2018,80 Anni Barbera d'Asti Superiore,Barbera d'Asti,Italy,Dezzani,Italian,Barbera,2018,4,16.59,EUR,Bottle (0.75l)
Château Brulesécaille Côtes de Bourg 2016,Côtes de Bourg,Côtes de Bourg,France,Château Brulesécaille,Bordeaux,Red,2016,4,16.6,EUR,Bottle (0.75l)
Tenuta Dodici - La Madonna Toscana Rosso 2018,Toscana Rosso,Toscana,Italy,Tenuta Dodici - La Madonna,Tuscan,Red,2018,4,16.6,EUR,Bottle (0.75l)
Château Peyrelongue Le Flambeau Saint-Émilion 2022,Le Flambeau Saint-Émilion,Saint-Émilion,France,Château Peyrelongue,Bordeaux Right Bank,Saint-Émilion,2022,4,16.6,EUR,Bottle (0.75l)
Clos du Mont-Olivet Lirac 2021,Lirac,Lirac,France,Clos du Mont-Olivet,Southern Rhône,Red,2021,4,16.6,EUR,Bottle (0.75l)
Abbaye Sylva Plana Le Songe de l'Abbè Faugères 2021,Le Songe de l'Abbè Faugères,Faugères,France,Abbaye Sylva Plana,Languedoc-Roussillon,Red,2021,4,16.61,EUR,Bottle (0.75l)
Borgo Maragliano Monticelli Brachetto 2024,Monticelli Brachetto,Piemonte,Italy,Borgo Maragliano,Northern Italy,Red,2024,4.2,16.67,EUR,Bottle (0.75l)
Principi di Butera Butirah Syrah 2021,Butirah Syrah,Sicilia,Italy,Principi di Butera,Southern Italy,Red,2021,4,16.7,EUR,Bottle (0.75l)
Domaine de la Baume Terres Syrah 2019,Terres Syrah,Languedoc-Roussillon,France,Domaine de la Baume,Languedoc-Roussillon,Red,2019,4,16.7,EUR,Bottle (0.75l)
Cantine Truentum Malamore Montepulciano d'Abruzzo Riserva 2020,Malamore Montepulciano d'Abruzzo Riserva,Montepulciano d'Abruzzo,Italy,Cantine Truentum,Italian,Montepulciano d'Abruzzo,2020,4.1,16.7,EUR,Bottle (0.75l)
Salsedine Primitivo di Manduria 2021,Primitivo di Manduria,Primitivo di Manduria,Italy,Salsedine,Southern Italy,Primitivo,2021,4.1,16.7,EUR,Bottle (0.75l)
Château de Chantegrive Graves 2019,Graves,Graves,France,Château de Chantegrive,Bordeaux Left Bank,Graves Red,2019,4,16.74,EUR,Bottle (0.75l)
Vernice Flapper Girl Piedirosso 2019,Flapper Girl Piedirosso,Campania,Italy,Vernice,Southern Italy,Red,2019,4.1,16.75,EUR,Bottle (0.75l)
Langmeil Valley Floor Shiraz 2021,Valley Floor Shiraz,Barossa,Australia,Langmeil,South Australia,Shiraz,2021,4.1,16.75,EUR,Bottle (0.75l)
Biscardo 3 Ori Rosso Italiano 2020,3 Ori Rosso Italiano,Vino d'Italia,Italy,Biscardo,Italian,Red,2020,4.1,16.76,EUR,Bottle (0.75l)
Château Juvenal La Terre du Petit Homme 2020,La Terre du Petit Homme,Southern Rhône,France,Château Juvenal,Southern Rhône,Red,2020,4,16.8,EUR,Bottle (0.75l)
Dorigo Refosco dal Peduncolo Rosso 2022,Refosco dal Peduncolo Rosso,Colli Orientali del Friuli,Italy,Dorigo,Northern Italy,Red,2022,4.1,16.8,EUR,Bottle (0.75l)
Château Gros Caillou Saint-Émilion Grand Cru 2016,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,Château Gros Caillou,Bordeaux Right Bank,Saint-Émilion,2016,4,16.8,EUR,Bottle (0.75l)
Bodega Buen Camino Ribera Del Duero 2017,Ribera Del Duero,Ribera del Duero,Spain,Bodega Buen Camino,Spanish,Ribera Del Duero Red,2017,4,16.8,EUR,Bottle (0.75l)
Domaine Pierre Gelin Coteaux Bourguignons 2023,Coteaux Bourguignons,Coteaux Bourguignons,France,Domaine Pierre Gelin,Burgundy,Red,2023,4.1,16.8,EUR,Bottle (0.75l)
Simone Capecci Picus Rosso Piceno Superiore 2022,Picus Rosso Piceno Superiore,Rosso Piceno,Italy,Simone Capecci,Central Italy,Red,2022,4.1,16.83,EUR,Bottle (0.75l)
Picchioni Andrea Solinghino 2023,Solinghino,Buttafuoco dell'Oltrepo Pavese,Italy,Picchioni Andrea,Northern Italy,Red,2023,4,16.84,EUR,Bottle (0.75l)
Tramin Lagrein 2022,Lagrein,Südtirol - Alto Adige,Italy,Tramin,Northern Italy,Red,2022,4,16.84,EUR,Bottle (0.75l)
Schola Sarmenti Armentino Negroamaro -  Primitivo 2022,Armentino Negroamaro -  Primitivo,Salento,Italy,Schola Sarmenti,Southern Italy,Red,2022,4.1,16.85,EUR,Bottle (0.75l)
Barone di Serramarrocco Sammarcello Pignatello 2021,Sammarcello Pignatello,Terre Siciliane,Italy,Barone di Serramarrocco,Southern Italy,Red,2021,4,16.86,EUR,Bottle (0.75l)
Masso Antico Le Anfore 2022,Le Anfore,Puglia,Italy,Masso Antico,Southern Italy,Red,2022,4.1,16.86,EUR,Bottle (0.75l)
Pilandro Settantanni Merlot 2021,Settantanni Merlot,Garda,Italy,Pilandro,Northern Italy,Red,2021,4.1,16.88,EUR,Bottle (0.75l)
Château Sainte-Eulalie La Cantilène Minervois La Livinière 2020,La Cantilène Minervois La Livinière,Minervois La Livinière,France,Château Sainte-Eulalie,Languedoc-Roussillon,Red,2020,4,16.89,EUR,Bottle (0.75l)
Château des Roques Cuvée du Château Vacqueyras 2020,Cuvée du Château Vacqueyras,Vacqueyras,France,Château des Roques,Southern Rhône,Red,2020,4.1,16.9,EUR,Bottle (0.75l)
Emilien Jean Anthophila 2020,Anthophila,Côtes du Marmandais,France,Emilien Jean,Southwest France,Red,2020,4.2,16.9,EUR,Bottle (0.75l)
Château Puech-Haut Argali Rouge 2020,Argali Rouge,Languedoc,France,Château Puech-Haut,Languedoc-Roussillon,Red,2020,4,16.9,EUR,Bottle (0.75l)
Tenute Rubino Punta Aquila Primitivo 2020,Punta Aquila Primitivo,Salento,Italy,Tenute Rubino,Southern Italy,Primitivo,2020,4.1,16.9,EUR,Bottle (0.75l)
Château de Villemajou Domaine de Villemajou Corbières Boutenac Red 2022,Domaine de Villemajou Corbières Boutenac Red,Corbières Boutenac,France,Château de Villemajou,Languedoc-Roussillon,Red,2022,4,16.9,EUR,Bottle (0.75l)
Domaine Marcel Joubert Chiroubles 2022,Chiroubles,Chiroubles,France,Domaine Marcel Joubert,Beaujolais,Red,2022,4,16.9,EUR,Bottle (0.75l)
La Quinta Batiscafo Garnacha 2023,Batiscafo Garnacha,Aragón,Spain,La Quinta,Spanish,Grenache,2023,4,16.9,EUR,Bottle (0.75l)
Château Rouget Le Carillon de Rouget Pomerol 2013,Le Carillon de Rouget Pomerol,Pomerol,France,Château Rouget,Bordeaux Right Bank,Pomerol,2013,4,16.9,EUR,Bottle (0.75l)
Château Bouscaut Les Chênes de Bouscaut Pessac-Leognan 2018,Les Chênes de Bouscaut Pessac-Leognan,Pessac-Léognan,France,Château Bouscaut,Bordeaux Left Bank,Pessac-Léognan,2018,4,16.9,EUR,Bottle (0.75l)
Tenute Rubino Oltremé Susumaniello 2020,Oltremé Susumaniello,Salento,Italy,Tenute Rubino,Southern Italy,Red,2020,4,16.9,EUR,Bottle (0.75l)
Château Les Grands Chênes Médoc 2020,Médoc,Médoc,France,Château Les Grands Chênes,Bordeaux Left Bank,Médoc,2020,4,16.9,EUR,Bottle (0.75l)
Gaffino Roma 2020,Roma,Roma,Italy,Gaffino,Central Italy,Red,2020,4,16.9,EUR,Bottle (0.75l)
Woods Crampton Old John Shiraz 2016,Old John Shiraz,Barossa,Australia,Woods Crampton,South Australia,Shiraz,2016,4.1,16.9,EUR,Bottle (0.75l)
Bruno Andreu Pure Grenache 2020,Pure Grenache,Languedoc,France,Bruno Andreu,Languedoc-Roussillon,Grenache,2020,4.1,16.9,EUR,Bottle (0.75l)
Di Majo Norante Ramitello Rosso 2020,Ramitello Rosso,Biferno,Italy,Di Majo Norante,Southern Italy,Red,2020,4.1,16.9,EUR,Bottle (0.75l)
Lionel Osmin & Cie Le Roi Boeuf 2020,Le Roi Boeuf,Landes,France,Lionel Osmin & Cie,Southwest France,Red,2020,4,16.9,EUR,Bottle (0.75l)
Château de Chantegrive Graves 2018,Graves,Graves,France,Château de Chantegrive,Bordeaux Left Bank,Graves Red,2018,4.1,16.9,EUR,Bottle (0.75l)
Poggio Ridente San Marziano Ruchè di Castagnole Monferrato 2023,San Marziano Ruchè di Castagnole Monferrato,Ruchè,Italy,Poggio Ridente,Northern Italy,Red,2023,4,16.93,EUR,Bottle (0.75l)
Elena Walch Lagrein (Selezione) 2023,Lagrein (Selezione),Südtirol - Alto Adige,Italy,Elena Walch,Northern Italy,Red,2023,4.1,16.94,EUR,Bottle (0.75l)
Warwick Professor Black Pitch Black 2022,Professor Black Pitch Black,Stellenbosch,South Africa,Warwick,South Africa,Red,2022,4.2,16.95,EUR,Bottle (0.75l)
Herdade do Sobroso Reserva Tinto 2021,Reserva Tinto,Alentejo,Portugal,Herdade do Sobroso,Portuguese,Alentejo Red,2021,4.1,16.95,EUR,Bottle (0.75l)
Guerrieri Galileo Colli Pesaresi Sangiovese Riserva 2019,Galileo Colli Pesaresi Sangiovese Riserva,Colli Pesaresi,Italy,Guerrieri,Central Italy,Red,2019,4.1,16.95,EUR,Bottle (0.75l)
Risveglio Gio 15 Primitivo 2022,Gio 15 Primitivo,Salento,Italy,Risveglio,Southern Italy,Primitivo,2022,4.2,16.95,EUR,Bottle (0.75l)
Bertinga Sassi Chiusi 2015,Sassi Chiusi,Toscana,Italy,Bertinga,Tuscan,Red,2015,4.1,16.95,EUR,Bottle (0.75l)
Cascina Chicco Barbera d'Alba Bric Loira 2022,Barbera d'Alba Bric Loira,Barbera d'Alba,Italy,Cascina Chicco,Italian,Barbera,2022,4,16.95,EUR,Bottle (0.75l)
Old Soul Old Vine Zinfandel 2021,Old Vine Zinfandel,Lodi,United States,Old Soul,Californian,Zinfandel,2021,4,16.95,EUR,Bottle (0.75l)
Château de Respide Callipyge Graves Rouge 2020,Callipyge Graves Rouge,Graves,France,Château de Respide,Bordeaux Left Bank,Graves Red,2020,4.1,16.95,EUR,Bottle (0.75l)
Legón Ribera del Duero Premium 2020,Ribera del Duero Premium,Ribera del Duero,Spain,Legón,Spanish,Ribera Del Duero Red,2020,4,16.95,EUR,Bottle (0.75l)
Bindi Sergardi Nicolò Governo all’uso Toscano 2021,Nicolò Governo all’uso Toscano,Toscana,Italy,Bindi Sergardi,Tuscan,Red,2021,4.1,16.95,EUR,Bottle (0.75l)
Castello di Cigognola L'Ala Barbera 2019,L'Ala Barbera,Provincia di Pavia,Italy,Castello di Cigognola,Italian,Barbera,2019,4.2,16.95,EUR,Bottle (0.75l)
La Cepa Alta Cinco Elementos Essentia 2020,Cinco Elementos Essentia,Ribera del Duero,Spain,La Cepa Alta,Spanish,Ribera Del Duero Red,2020,4,16.95,EUR,Bottle (0.75l)
Coral Duero Salgadero 2020,Salgadero,Toro,Spain,Coral Duero,Spanish,Toro Red,2020,4,16.95,EUR,Bottle (0.75l)
Atalaya La Atalaya del Camino 2021,La Atalaya del Camino,Almansa,Spain,Atalaya,Spanish,Red,2021,4.2,16.95,EUR,Bottle (0.75l)
Masca del Tacco Susumaniello 2023,Susumaniello,Puglia,Italy,Masca del Tacco,Southern Italy,Red,2023,4.1,16.95,EUR,Bottle (0.75l)
Nic Tartaglia Montepulciano d'Abruzzo 2021,Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,Nic Tartaglia,Italian,Montepulciano d'Abruzzo,2021,4.2,16.95,EUR,Bottle (0.75l)
Mocavero Santufili Primitivo 2020,Santufili Primitivo,Salento,Italy,Mocavero,Southern Italy,Primitivo,2020,4.3,16.95,EUR,Bottle (0.75l)
Les Jamelles Sélection Parcellaire Vallée de la Boulzane Grenache Noir 2017,Sélection Parcellaire Vallée de la Boulzane Grenache Noir,Pays d'Oc,France,Les Jamelles,Languedoc-Roussillon,Grenache,2017,4,16.96,EUR,Bottle (0.75l)
Les Jamelles Sélection Parcellaire Les Traverses Mourvèdre 2020,Sélection Parcellaire Les Traverses Mourvèdre,Pays d'Oc,France,Les Jamelles,Languedoc-Roussillon,Red,2020,4,16.96,EUR,Bottle (0.75l)
Cascina Boccia Dolcetto Di Ovada 2018,Dolcetto Di Ovada,Monferrato,Italy,Cascina Boccia,Northern Italy,Red,2018,4,16.96,EUR,Bottle (0.75l)
Les Jamelles Le Beillou Carignan 2019,Le Beillou Carignan,Pays d'Oc,France,Les Jamelles,Languedoc-Roussillon,Red,2019,4.1,16.96,EUR,Bottle (0.75l)
Domaine Gilles Coperet La Madone Fleurie 2020,La Madone Fleurie,Fleurie,France,Domaine Gilles Coperet,Beaujolais,Red,2020,4,16.99,EUR,Bottle (0.75l)
Borsao Bodegas Berola 2017,Berola,Campo de Borja,Spain,Borsao Bodegas,Spanish,Red,2017,4.1,16.99,EUR,Bottle (0.75l)
Domaine la Fourmone Les Ceps d’Or Vacqueyras 2021,Les Ceps d’Or Vacqueyras,Vacqueyras,France,Domaine la Fourmone,Southern Rhône,Red,2021,4,16.99,EUR,Bottle (0.75l)
Masseria La Volpe Primo Primitivo di Manduria 2021,Primo Primitivo di Manduria,Primitivo di Manduria,Italy,Masseria La Volpe,Southern Italy,Primitivo,2021,4.2,16.99,EUR,Bottle (0.75l)
Domaine Augustin Alix Parcé Collioure 2022,Alix Parcé Collioure,Collioure,France,Domaine Augustin,Languedoc-Roussillon,Red,2022,4.1,17,EUR,Bottle (0.75l)
Château Cantelaube Cuvee Tradition Saint-Émilion 2020,Cuvee Tradition Saint-Émilion,Saint-Émilion,France,Château Cantelaube,Bordeaux Right Bank,Saint-Émilion,2020,4.1,17,EUR,Bottle (0.75l)
Domaine de l'Hortus Bergerie de l'Hortus Pic-Saint-Loup Rouge 2021,Bergerie de l'Hortus Pic-Saint-Loup Rouge,Pic-Saint-Loup,France,Domaine de l'Hortus,Languedoc-Roussillon,Red,2021,4,17,EUR,Bottle (0.75l)
Mas Cremat Cuvée Bastien Côtes du Roussillon Villages 2020,Cuvée Bastien Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,Mas Cremat,Languedoc-Roussillon,Red,2020,4,17,EUR,Bottle (0.75l)
Clos del Rey La Noia 2023,La Noia,Languedoc-Roussillon,France,Clos del Rey,Languedoc-Roussillon,Grenache,2023,4.1,17,EUR,Bottle (0.75l)
Domaine Gassier Nostre Païs Rouge 2021,Nostre Païs Rouge,Costières-de-Nîmes,France,Domaine Gassier,Southern Rhône,Red,2021,4,17,EUR,Bottle (0.75l)
Château Cantelaube Autentica 2022,Autentica,Saint-Émilion,France,Château Cantelaube,Bordeaux Right Bank,Saint-Émilion,2022,4.1,17,EUR,Bottle (0.75l)
Domaine de la Pigeade Hurlevent Beaumes de Venise 2022,Hurlevent Beaumes de Venise,Muscat de Beaumes de Venise,France,Domaine de la Pigeade,Southern Rhône,Red,2022,4.1,17,EUR,Bottle (0.75l)
Château de Villemajou Domaine de Villemajou Corbières Boutenac Red 2021,Domaine de Villemajou Corbières Boutenac Red,Corbières Boutenac,France,Château de Villemajou,Languedoc-Roussillon,Red,2021,4.1,17,EUR,Bottle (0.75l)
Château Sénéjac Haut-Médoc 2020,Haut-Médoc,Haut-Médoc,France,Château Sénéjac,Bordeaux Left Bank,Haut-Médoc,2020,4,17,EUR,Bottle (0.75l)
Château Lalaudey - Château Pomeys Château Lalaudey Moulis-en-Médoc 2018,Château Lalaudey Moulis-en-Médoc,Moulis-en-Médoc,France,Château Lalaudey - Château Pomeys,Bordeaux Left Bank,Moulis-en-Médoc,2018,4,17,EUR,Bottle (0.75l)
Dominio del Bendito El Primer Paso 2022,El Primer Paso,Toro,Spain,Dominio del Bendito,Spanish,Toro Red,2022,4.1,17,EUR,Bottle (0.75l)
Palacios Remondo La Montesa 2020,La Montesa,Rioja,Spain,Palacios Remondo,Spanish,Rioja Red,2020,4,17,EUR,Bottle (0.75l)
Domaine de l'Hortus Bergerie de l'Hortus Pic-Saint-Loup Rouge 2022,Bergerie de l'Hortus Pic-Saint-Loup Rouge,Pic-Saint-Loup,France,Domaine de l'Hortus,Languedoc-Roussillon,Red,2022,4,17,EUR,Bottle (0.75l)
Château de Respide Callipyge Graves Rouge 2021,Callipyge Graves Rouge,Graves,France,Château de Respide,Bordeaux Left Bank,Graves Red,2021,4.3,17,EUR,Bottle (0.75l)
Áster Crianza 2016,Crianza,Ribera del Duero,Spain,Áster,Spanish,Ribera Del Duero Red,2016,4.1,17,EUR,Bottle (0.75l)
Manzotte Cabardès 2021,Cabardès,Cabardès,France,Manzotte,Languedoc-Roussillon,Red,2021,4,17,EUR,Bottle (0.75l)
Château Les Grands Chênes Médoc 2018,Médoc,Médoc,France,Château Les Grands Chênes,Bordeaux Left Bank,Médoc,2018,4,17,EUR,Bottle (0.75l)
Dehesa del Carrizal Syrah 2020,Syrah,Dehesa del Carrizal,Spain,Dehesa del Carrizal,Spanish,Syrah,2020,4.1,17,EUR,Bottle (0.75l)
Le Clos de Garaud 1560 Au Temps del Valois Rouge 2020,1560 Au Temps del Valois Rouge,Ventoux,France,Le Clos de Garaud,Southern Rhône,Red,2020,4.1,17,EUR,Bottle (0.75l)
Terre de Ghaya Gravité Rouge 2021,Gravité Rouge,Ventoux,France,Terre de Ghaya,Southern Rhône,Red,2021,4.1,17,EUR,Bottle (0.75l)
Château La Croix des Pins La Noria Ventoux Rouge 2020,La Noria Ventoux Rouge,Ventoux,France,Château La Croix des Pins,Southern Rhône,Red,2020,4,17.08,EUR,Bottle (0.75l)
Via Caritatis Pax Ventoux Rouge 2019,Pax Ventoux Rouge,Ventoux,France,Via Caritatis,Southern Rhône,Red,2019,4.2,17.12,EUR,Bottle (0.75l)
Barsento W'Heart Rosso 2022,W'Heart Rosso,Puglia,Italy,Barsento,Southern Italy,Primitivo,2022,4.1,17.2,EUR,Bottle (0.75l)
Tenute Sella Coste della Sesia Nebbiolo 2023,Coste della Sesia Nebbiolo,Coste della Sesia,Italy,Tenute Sella,Italian,Nebbiolo,2023,4.1,17.2,EUR,Bottle (0.75l)
Di Majo Norante Contado Aglianico Riserva 2019,Contado Aglianico Riserva,Molise,Italy,Di Majo Norante,Southern Italy,Red,2019,4,17.2,EUR,Bottle (0.75l)
Firriato Bayamore Rosso di Rossi 2022,Bayamore Rosso di Rossi,Sicilia,Italy,Firriato,Southern Italy,Red,2022,4.1,17.2,EUR,Bottle (0.75l)
Tenuta Rapitalà Nadir Syrah 2021,Nadir Syrah,Terre Siciliane,Italy,Tenuta Rapitalà,Southern Italy,Red,2021,4,17.2,EUR,Bottle (0.75l)
Château Rollan de By Médoc 2019,Médoc,Médoc,France,Château Rollan de By,Bordeaux Left Bank,Médoc,2019,4.1,17.23,EUR,Bottle (0.75l)
RedHeads King of Barossa Shiraz 2021,King of Barossa Shiraz,Barossa Valley,Australia,RedHeads,Barossa Valley,Shiraz,2021,4.1,17.25,EUR,Bottle (0.75l)
Descendientes de J. Palacios Pétalos 2021,Pétalos,Bierzo,Spain,Descendientes de J. Palacios,Spanish,Mencia,2021,4,17.25,EUR,Bottle (0.75l)
Tenute Orestiadi Paxmentis Leggermente Appassito Syrah 2022,Paxmentis Leggermente Appassito Syrah,Terre Siciliane,Italy,Tenute Orestiadi,Southern Italy,Red,2022,4.1,17.3,EUR,Bottle (0.75l)
Château Chasse-Spleen L'Heritage de Chasse-Spleen Haut-Médoc (L'Ermitage de Chasse-Spleen) 2021,L'Heritage de Chasse-Spleen Haut-Médoc (L'Ermitage de Chasse-Spleen),Haut-Médoc,France,Château Chasse-Spleen,Bordeaux Left Bank,Haut-Médoc,2021,4.1,17.3,EUR,Bottle (0.75l)
Domaine Fontanel Arrels Maury Sec 2022,Arrels Maury Sec,Maury,France,Domaine Fontanel,Languedoc-Roussillon,Red,2022,4.1,17.3,EUR,Bottle (0.75l)
Leone de Castris Villa Santera Primitivo di Manduria 2022,Villa Santera Primitivo di Manduria,Primitivo di Manduria,Italy,Leone de Castris,Southern Italy,Primitivo,2022,4.2,17.3,EUR,Bottle (0.75l)
Kaiken Ultra Malbec 2021,Ultra Malbec,Mendoza,Argentina,Kaiken,Argentinian Mendoza,Malbec,2021,4,17.3,EUR,Bottle (0.75l)
Feudi Salentini Susumaniello 2022,Susumaniello,Salento,Italy,Feudi Salentini,Southern Italy,Red,2022,4.1,17.36,EUR,Bottle (0.75l)
Fabiano Valpolicella Classico Superiore Ripasso 2021,Valpolicella Classico Superiore Ripasso,Valpolicella Ripasso Classico,Italy,Fabiano,Italian,Ripasso,2021,4,17.4,EUR,Bottle (0.75l)
Duca di Saragnano Alchymia Primitivo 2021,Alchymia Primitivo,Puglia,Italy,Duca di Saragnano,Southern Italy,Primitivo,2021,4.1,17.4,EUR,Bottle (0.75l)
La Mauriane Puisseguin Saint-Émilion 2023,Puisseguin Saint-Émilion,Puisseguin-Saint-Émilion,France,La Mauriane,Bordeaux Right Bank,Saint-Émilion,2023,4.1,17.4,EUR,Bottle (0.75l)
Marquis de Saint-Estèphe Château Léo de Prades Saint-Estèphe 2019,Château Léo de Prades Saint-Estèphe,Saint-Estèphe,France,Marquis de Saint-Estèphe,Bordeaux Left Bank,Saint-Estèphe,2019,4,17.4,EUR,Bottle (0.75l)
Tolaini Vallenuova Chianti Classico 2020,Vallenuova Chianti Classico,Chianti Classico,Italy,Tolaini,Italian,Chianti Classico,2020,4,17.41,EUR,Bottle (0.75l)
Lan Reserva Rioja 2017,Reserva Rioja,Rioja,Spain,Lan,Spanish,Rioja Red,2017,4.1,17.43,EUR,Bottle (0.75l)
Herdade do Sobroso Reserva Tinto 2022,Reserva Tinto,Alentejo,Portugal,Herdade do Sobroso,Portuguese,Alentejo Red,2022,4.2,17.45,EUR,Bottle (0.75l)
Feudi Salentini Sassirossi Primitivo di Manduria 2022,Sassirossi Primitivo di Manduria,Primitivo di Manduria,Italy,Feudi Salentini,Southern Italy,Primitivo,2022,4,17.45,EUR,Bottle (0.75l)
Tridente Tempranillo 2020,Tempranillo,Castilla y León,Spain,Tridente,Spanish,Tempranillo,2020,4.2,17.45,EUR,Bottle (0.75l)
Château de Gragnos Bout du Monde 2022,Bout du Monde,Saint-Chinian,France,Château de Gragnos,Languedoc-Roussillon,Red,2022,4,17.5,EUR,Bottle (0.75l)
Mas de Lavail Ego 2022,Ego,Côtes Catalanes,France,Mas de Lavail,Languedoc-Roussillon,Red,2022,4.1,17.5,EUR,Bottle (0.75l)
